id,crop_label,soil_ph,temperature_c,soil_conductivity_dsm,moisture_paw_percent,data_origin,profile_version,generation_run_id
45748744-8a70-4fed-82b6-36183c0249ab,Tomato,6.18,24.9,1.17,67.7,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
7e298fc9-ebda-4388-9091-18266452dd33,Tomato,5.84,22.4,1.62,72.7,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
aac320ca-a386-4164-a4b8-ff4e778ecc94,Tomato,6.5,21.9,1.5,63.0,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
f904f81b-089e-441c-88a8-5d4ac29911f7,Tomato,6.16,26.0,1.83,74.7,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
78f190fa-add9-4401-b692-1a8344c36044,Tomato,6.66,24.5,0.99,63.4,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
29831a46-a660-4065-a114-757cb6d6b926,Tomato,5.89,25.0,1.4,71.6,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
8c6df093-1282-443f-b84e-3858bb4cdd03,Tomato,6.21,22.5,1.98,59.9,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
408437f8-e21c-45bb-83f0-ddb7d3d36ff3,Tomato,5.9,25.9,0.5,77.1,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
6d3be597-82d5-4e76-9dbf-7685024e7db5,Tomato,6.24,20.5,1.2,64.1,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
7172c796-901c-4fc2-9ba9-408094e0feb1,Tomato,5.7,24.6,1.02,73.7,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
5d0369e9-b36e-490e-b7be-1085078c53e5,Tomato,5.86,24.7,1.25,65.6,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
8968f814-aae7-407e-8f2e-b4751a89ee11,Tomato,5.74,24.2,0.86,75.7,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
8683e4d4-cdd9-497c-834c-0216aa5d94bf,Tomato,6.23,26.1,1.43,58.4,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
a3600775-0cff-48d9-a45d-a8a08086579d,Tomato,6.05,24.4,1.95,70.6,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
d84b3793-ac9a-4f29-94e4-8a429936005f,Tomato,6.22,24.6,1.79,76.7,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
de57c8c2-4d2a-44ad-95b3-04bf1cb74ff3,Tomato,6.17,25.2,2.05,66.5,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
3a289957-7420-4036-9360-a172a770a189,Tomato,6.32,22.7,1.68,68.3,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
b5da1e2e-3e26-4a8c-9516-39d3c64f1a65,Tomato,5.68,25.4,1.18,63.2,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
be4f0c96-6041-4024-a1a1-979722e28a75,Tomato,5.63,23.6,1.33,53.3,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
fcaf6921-524f-48d4-8540-0ae1e69f00be,Tomato,6.14,21.8,2.25,54.3,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
b5bd9fe9-e5ba-4f56-b895-516ff1f42107,Tomato,6.35,25.4,0.72,72.1,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
1e84f048-49d6-4594-9c61-82484448b857,Tomato,5.87,26.6,0.81,63.5,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
94a824a8-3d89-4a1a-af29-51cafbbd243c,Tomato,6.15,24.3,1.33,59.3,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
73809882-d0a4-4caf-bcdb-272b351d9d8d,Tomato,6.12,22.4,0.97,79.7,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
7e184498-b4bb-4a9a-b018-ef1308f2945e,Tomato,5.93,24.4,1.34,55.2,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
87eabc81-e29b-490d-920f-f94cb9defa15,Tomato,6.08,23.3,0.87,61.9,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
c4c6ea13-0355-476f-8a9c-c2c2f7af6492,Tomato,6.08,24.2,1.13,51.4,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
68523aa0-1a98-451d-8151-869c186fc70d,Tomato,6.28,23.3,0.48,56.7,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
5c5d25d7-bfe9-4941-9305-c68f7c5c40b3,Tomato,5.94,21.0,1.14,76.8,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
d239671a-cc08-456b-8d36-29b3316b25b5,Tomato,6.42,24.3,1.14,62.9,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
08df9d44-b1da-4b9e-8e8c-925107fb691c,Tomato,6.48,26.0,1.03,71.9,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
84ab071a-729e-49f2-9e4f-3d185930df44,Tomato,5.94,21.2,0.79,71.5,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
032ca9d9-a5ea-43d1-8f93-25c746984dee,Tomato,5.81,25.4,1.02,60.3,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
aac62c09-80da-460e-8527-f7cf88e3ed63,Tomato,6.08,23.4,1.12,54.9,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
7a60682e-afbf-41c2-a6e9-c29f39a62033,Tomato,6.28,25.5,0.98,63.5,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
ee5a75b4-8835-4896-b6bc-515bd4c91686,Tomato,5.86,26.1,1.99,70.0,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
cfefa633-c4cc-4475-a0a6-54eba97de4c9,Tomato,6.07,22.9,1.79,68.8,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
75126c64-0b0d-439b-9706-fb8184e19298,Tomato,6.04,23.2,0.53,77.8,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
aaf52bae-0708-4ff3-ac8d-fe7ebd5f182a,Tomato,6.42,23.3,1.2,77.8,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
7db7222d-1f83-4671-a90c-18a577d6cf22,Tomato,6.29,23.6,0.82,71.0,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
d5744801-4c88-4649-90f3-bae9628b4260,Tomato,5.73,21.0,1.82,63.1,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
bf3a07d2-85c2-4e7c-b3c5-970f6d15b147,Tomato,6.01,22.0,0.81,59.1,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
186f47d7-85be-4eb4-8957-435fae4632d1,Tomato,6.33,24.5,1.49,76.3,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
29b36f11-7b03-48db-9e9b-a8743d8885c8,Tomato,5.99,25.0,1.4,61.0,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
edecaee1-6dd4-460a-a1a7-0c3be94c2c8f,Tomato,6.5,23.5,1.53,69.8,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
b681e808-cc89-4cf5-9d1b-cdcc586f4dbb,Tomato,6.5,21.9,1.66,71.8,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
9fcaace6-cdcd-45a8-8065-3742ae1df4da,Tomato,6.55,24.8,1.24,59.5,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
0e4370d4-6542-4cff-b49d-758601e4e49c,Tomato,6.48,22.5,1.36,68.7,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
afd44338-d576-4baf-a126-602e464fee14,Tomato,6.47,24.3,1.66,62.3,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
a7992b41-0a20-44b2-bcd2-1c26b62b07ad,Tomato,6.37,26.2,1.6,60.4,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
2c05e95b-a3d0-4472-876b-b1b453623ab3,Tomato,5.75,26.2,1.85,58.9,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
15efae9e-783c-4e73-9286-5c6c67ef3f3f,Tomato,6.72,22.0,0.68,67.3,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
07f3fd38-6b56-4d46-bf2a-021d1c638d9c,Tomato,5.66,24.6,1.39,59.6,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
b17f1370-05e2-4a85-aa6e-604b561ce84c,Tomato,5.89,25.0,0.66,60.7,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
4a9743db-798d-4131-98ab-e23031490be1,Tomato,6.44,21.8,1.82,60.9,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
f9c83935-736f-4e50-b5a2-ebf8487095b7,Tomato,6.33,22.3,0.69,63.7,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
8065115b-9f18-469f-bcf2-081d610ee02a,Tomato,6.12,20.7,1.83,75.9,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
b906546a-bc0d-453b-b6f0-9c897b13e6aa,Tomato,6.0,24.3,1.28,60.4,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
e44b6f50-cc23-4ec9-94c1-85ddc90d024d,Tomato,5.82,23.0,1.73,64.2,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
3bf34f14-771c-4baf-a0ad-e7986f35f9a4,Tomato,6.29,24.9,2.07,74.5,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
f1a475e8-cdd8-4827-afd0-996014c8620a,Tomato,6.54,21.9,1.34,60.7,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
07c3ec5e-6aa7-4a1c-b5dd-c2f1c0020d10,Tomato,6.03,24.0,1.16,58.3,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
5b25b808-61c8-42fd-8bb5-9d4fa1d587bb,Tomato,6.0,22.5,1.47,63.2,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
6d8e3e53-9399-4347-953e-ce49b5ecc2af,Tomato,6.47,20.7,1.52,67.8,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
548b0f24-4e19-43da-a2eb-93233b5ef418,Tomato,6.38,22.8,1.18,60.7,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
dc945222-0d34-478c-8500-15eaba65a102,Tomato,6.25,21.0,2.02,69.3,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
3d3da794-3247-4ca5-9089-b0403c36dbef,Tomato,6.36,25.4,1.77,69.5,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
09590e8c-9bf4-4ad7-ab67-f3de9de75cee,Tomato,6.42,26.3,0.66,67.4,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
d2d43665-f031-46ad-ae7a-7c0b0f0b3e19,Tomato,6.37,25.1,1.86,52.2,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
13ba611d-3a4f-424c-8309-1e22c86b3276,Tomato,6.43,24.1,0.29,63.8,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
02a1e0b4-13a0-41ca-95e3-b4a0015549f2,Tomato,5.83,21.7,0.9,75.0,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
25a5ad62-d421-4492-a169-211d83ef2845,Tomato,6.3,25.7,1.54,65.4,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
985d03d7-06b9-4ad0-9554-348d9e2a47e1,Tomato,6.02,21.5,0.61,58.8,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
563aa4a9-b42b-4c83-829e-77751041bfbc,Tomato,6.72,24.4,1.31,55.0,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
3ed16b9d-4d72-4a76-8cde-c0a9df97c835,Tomato,6.2,24.7,1.75,62.5,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
ee8e6b93-49c1-4a68-bebc-849c9203102e,Tomato,6.5,25.3,1.76,63.2,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
583e6f6c-465e-4ab4-8907-c55831b169dd,Tomato,6.62,21.8,1.22,57.5,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
1b5622cc-90ca-414c-bc82-855024dfeea0,Tomato,6.19,22.7,1.48,61.1,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
f5274d91-1f12-431c-a141-c7730c4b9c72,Tomato,5.59,22.2,2.14,63.5,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
ffec8412-124d-48c1-9d6b-f12125f074db,Tomato,6.39,23.8,0.83,62.7,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
095364d2-2ea1-42e9-96dc-2332a312dcc2,Tomato,6.39,22.3,1.76,68.1,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
1a0c3aeb-b2ad-4c56-9cea-a283c9fe00a3,Tomato,5.86,25.9,1.14,55.2,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
2d488016-de15-405b-8842-3c885ff467cf,Tomato,6.35,23.5,1.54,54.9,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
f7bf3d61-6e6d-4c5a-a128-75c44d83d4c6,Tomato,6.58,24.5,2.11,66.1,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
a1a43669-e942-4ad5-9705-5e4c0ac7a9a2,Tomato,6.01,23.4,0.75,73.7,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
9bea218d-ef3a-4009-9dd4-6e34d56b872e,Tomato,5.66,25.6,1.12,73.7,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
bb3c6830-120a-4ba2-93de-5d5c7404a1ff,Tomato,6.28,20.6,1.34,64.7,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
91b63b01-63a8-4343-8576-2fb73184527c,Tomato,5.91,20.7,0.63,63.6,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
af555984-a78a-47ae-8380-4ec18f014e26,Tomato,6.69,25.6,0.39,66.4,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
769ae2c5-78cf-486a-a895-37dc0d6fdeac,Tomato,6.27,24.8,1.86,70.1,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
5fc29150-3c51-4faf-8b4d-f882d4928868,Tomato,6.31,26.1,1.18,63.2,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
80bdc3fa-8f08-40c0-a3bf-a5978ae6dc71,Tomato,5.88,24.0,1.99,76.4,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
822028ed-8366-448e-b619-d9fff39f6570,Tomato,6.4,23.4,1.58,63.5,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
a810434b-7dbc-4d94-8381-881941284095,Tomato,5.93,23.6,0.81,54.6,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
62fc049f-2120-48d6-abea-92b609c2ee41,Tomato,5.87,23.6,0.86,66.0,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
a4124280-c74d-48ed-8fd4-6dfc31a00623,Tomato,6.55,21.9,1.02,70.5,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
74725175-77e9-48e3-8f70-9bcaa0107334,Tomato,5.87,23.6,0.91,69.4,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
889cac37-5309-4dc5-8eab-23867a102341,Tomato,6.27,23.2,1.38,60.9,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
20b678ae-5c83-43cb-8656-7f31f62317b2,Tomato,6.35,22.0,0.33,76.3,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
3eae5fe2-ce52-4d23-af8b-d7bea3b80c17,Tomato,5.9,24.8,1.65,73.0,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
23fb50df-df38-42a5-aa6c-94716249d7d2,Tomato,5.75,23.8,2.17,57.6,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
a864dd90-3204-4875-bcbf-bfa25f510788,Tomato,5.58,22.1,1.7,55.4,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
27cc8f45-5ddb-485d-a6cf-d2ad85bcb409,Tomato,5.9,23.8,1.53,62.6,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
a1de55bd-536b-49cf-bd4f-01607d504a70,Tomato,6.68,23.8,0.63,52.1,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
f0b18442-7323-4f7f-8a7a-530cc680ca2b,Tomato,5.85,21.8,1.31,76.0,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
cba68e7e-be4a-4963-92e0-489c12909d29,Tomato,5.63,24.3,1.45,65.5,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
28f67565-600e-46b7-9c7c-601ec5b1d239,Tomato,6.67,21.6,1.39,55.0,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
ca7affaa-87c2-4fbc-b1b5-f73c9a763f7c,Tomato,6.2,22.0,1.73,67.5,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
e626e96d-c6f7-4c39-bd7f-05ca1e06c3ef,Tomato,6.41,25.3,1.42,58.0,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
6611495a-4499-465f-9aea-ea6301f2e439,Tomato,5.63,22.5,2.1,70.5,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
fb9216e4-6169-4c76-b03f-2ae239d63180,Tomato,6.16,22.7,2.23,70.6,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
f9750f10-055b-4ca0-9c3a-1fde8db5f315,Tomato,6.67,21.8,1.93,68.2,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
75334c07-77d4-416d-a3f7-8129b5f9b720,Tomato,6.0,23.3,0.9,68.7,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
64eb1cf0-4c43-47b7-8505-d53819f7266c,Tomato,5.74,23.5,0.9,70.2,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
7e33d470-aca6-4f35-9856-3349b646c4b5,Tomato,6.23,21.7,2.1,63.2,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
c59cbdff-a2ec-4e72-b921-10dae687bf84,Tomato,5.98,23.0,1.45,76.2,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
7e016ffb-becc-426e-859a-713440571d7c,Tomato,6.33,23.6,0.61,71.1,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
a63bdd25-9a12-420d-a58c-a4dc39fdb8e8,Tomato,6.49,22.6,0.47,66.5,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
657be640-f998-4ca6-af53-dec600314b41,Tomato,6.08,24.4,1.55,72.5,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
c72fdebf-0d0a-4151-be4f-cfa02362c262,Tomato,6.57,24.0,0.76,71.7,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
2b975627-97aa-471e-9ce4-8ca90e537b4e,Tomato,6.6,22.1,0.64,57.4,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
a241322b-23ef-4bbc-82cd-a76f1735ff7a,Tomato,5.85,22.5,1.25,57.3,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
52cdd097-c52f-43ec-8bd9-72d9f1a579aa,Tomato,6.08,22.0,1.29,56.2,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
e95a3877-762b-4acc-ba74-20beb761e165,Tomato,5.81,25.4,1.94,58.1,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
d4c2e78e-1cf2-4ac5-a2c9-7f97855cdbd8,Tomato,6.31,25.2,1.73,68.1,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
745259bc-f20d-4d80-b98b-cde079cab7e3,Tomato,6.26,21.3,1.42,78.7,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
30e89914-b462-4e7d-a80e-488e4723d3b9,Tomato,6.25,23.7,0.87,64.5,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
aecfea36-8d07-4893-8130-a6dcc7ad5ca3,Tomato,5.94,23.4,2.03,65.4,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
8d00b4df-de7b-417b-b4a7-f2864193e9b0,Tomato,6.03,23.6,1.91,69.7,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
3ba348df-a3e1-48c3-992d-0b25a60f6679,Tomato,5.83,23.8,2.33,69.5,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
85fe6b6e-64b9-494c-88bb-41366f8f94c0,Tomato,6.16,24.7,1.7,61.6,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
a254bedb-5bbe-444c-a3f3-b274ad671a72,Tomato,5.76,22.5,1.07,61.9,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
aaa8b127-d5a0-40ef-9240-09e46aba48cd,Tomato,5.95,23.2,0.78,66.8,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
909c4c82-bbe6-4871-9c68-b98fdf4880f0,Tomato,5.88,24.9,1.54,60.9,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
a92c9e1a-58cb-4047-b851-f129715bc64b,Tomato,6.58,26.4,1.72,62.3,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
8da10901-c95a-4b80-9922-d6452eafca9e,Tomato,5.84,24.4,0.34,63.0,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
7e269952-ec0c-4435-a5c7-faba4b14d294,Tomato,6.13,26.1,1.2,73.6,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
8a81dbeb-b30f-4794-b6a7-ec49bfd2f991,Tomato,6.34,24.8,0.37,63.0,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
6369c722-5042-496d-b1e3-39208d258187,Tomato,6.37,23.0,1.19,60.2,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
847a758d-f592-4d82-981b-2aaeb5ea29cd,Tomato,6.21,21.2,1.88,67.9,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
14e18193-8526-49e6-adba-c22c032ddd30,Tomato,6.23,24.6,1.65,67.3,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
4bce94cf-b249-4f27-988e-755735f8e86d,Tomato,6.18,25.6,0.26,68.9,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
291f572b-34ef-457f-834a-0a7618dacf62,Tomato,5.76,22.3,1.55,61.9,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
631701b9-2f36-44fb-b727-4ba4a7ee43eb,Tomato,6.06,22.1,0.65,57.2,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
c71a4a73-41d5-43b8-b007-916d61d1664b,Tomato,5.76,25.5,0.66,60.9,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
74745e5c-972d-48c5-a2ec-2a8d95cf6be9,Tomato,6.55,22.9,1.78,68.1,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
93275971-4521-4204-b73c-4414cc68ef70,Tomato,6.06,26.7,1.03,68.7,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
67bab320-750c-4dc1-9e98-0502515f1292,Tomato,5.69,22.5,0.55,58.7,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
109ed379-1b52-4b42-9355-999f4389d904,Tomato,5.77,23.3,1.2,62.4,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
01954fbb-2d5c-4f58-8f27-4418533464f2,Tomato,6.6,20.9,1.35,56.7,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
01aaa2c8-eb15-47b4-a7a9-ccd28f642660,Tomato,6.19,22.7,0.52,57.9,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
8e7d27b4-87da-4bf1-9016-6a68caa074f7,Tomato,6.4,23.3,1.22,71.2,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
f7e5862b-2810-44ed-9f13-40bdd25c6d9e,Tomato,5.79,21.0,1.44,73.6,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
84bc0675-059c-47db-ac6a-c9ccac6fb840,Tomato,6.03,24.3,1.8,53.7,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
3f0b5ae8-87b2-456c-b218-b1f620b2aebe,Tomato,5.74,22.6,2.16,64.1,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
420f9eb0-b61c-44de-a905-a5db50aef68c,Chilli,6.26,25.0,0.59,67.4,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
f072132c-30ec-4939-905f-7107b12ba061,Chilli,6.51,21.9,0.5,61.5,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
edf322e2-d124-44b4-819e-5f30d029f30f,Chilli,5.67,26.1,1.02,57.2,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
52a99b15-c210-4da4-af57-93781ea101a0,Chilli,6.29,19.7,0.89,55.8,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
58397209-6b79-4310-870e-acecea7440b4,Chilli,6.33,26.5,0.84,63.2,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
97d0982d-7e99-4a3c-8480-01329c168727,Chilli,5.82,27.1,0.77,69.4,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
ae92caa2-e698-4dfc-ac07-0509af28072c,Chilli,6.31,24.1,1.01,64.3,reference_generated,reference_v1,960db350-9ee8-4235-9b3e-f185b67d7d69
